dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test
42;56;NaiveMovingAverage_normal;0.30109276572944005;61.81818181818182;0.2620920374658703;7.0349271028683065;0.26145475120059464;5.6371700545945815;[18.1972789115646, 18.0272108843537, 23.2851473922902, 30.93820861678, 30.187074829932, 10.7426303854875, 16.8792517006803, 24.092970521542, 23.5402494331066, 23.6678004535147, 25.0425170068027, 32.2420634920635, 12.7692743764172, 16.4540816326531, 20.6207482993197, 21.0600907029478, 29.0532879818594, 28.1179138321995, 28.2171201814059, 22.1655328798186, 24.078798185941, 22.2080498866213, 25.7086167800453, 24.9574829931973, 20.6065759637188, 31.0657596371882, 12.7692743764172, 14.0164399092971, 19.0334467120181, 18.0272108843537, 23.9937641723356, 11.1111111111111, 8.60260770975057, 10.0198412698413, 14.0731292517007, 17.0493197278912, 14.5549886621315, 37.1173469387755, 35.9552154195011, 35.7709750566893, 21.7403628117914, 19.8696145124717, 19.7987528344671, 19.1184807256236, 24.078798185941, 35.9835600907029, 36.4795918367347, 16.2981859410431, 15.0793650793651, 20.8049886621315, 18.4098639455782, 24.2205215419501, 24.702380952381, 28.6139455782313, 14.9234693877551, 20.2380952380952];[22.306794226164044, 22.44061939996115, 22.509471699607893, 22.577881383095626, 22.292784033484992, 22.129915769024038, 22.203252518605996, 22.2009812635489, 22.257671452213284, 22.262104951861513, 22.227919951918405, 22.071537384331638, 21.899940796821948, 21.994491547620854, 22.120112268357072, 22.219311276080468, 22.259129822295908, 22.22441394603631, 21.919866580329384, 21.770404533751687, 21.82704983628614, 21.882556791567474, 21.945982303019633, 21.93553381944882, 21.933259363363486, 21.74605542790199, 21.577723893652376, 21.692796966335152, 21.82712387941713, 21.91511908908857, 21.97004883908586, 22.24930713629139, 21.980318843545827, 21.74952459868305, 21.851422075002848, 21.86890545410619, 21.976517848936794, 22.00722330821081, 21.984252567438222, 21.908080370055202, 21.759602227943926, 21.910887809218917, 22.080640635823812, 22.17053531091561, 22.237908923420523, 22.457215446536477, 22.271485011156642, 22.091276317411364, 22.18159978989006, 22.274730554027197, 22.337515184335402, 22.3371637278778, 22.300735945699596, 22.116988723547237, 21.89818999231219, 21.95353406051412];1998-03-23;1998-05-17
48;56;NaiveMovingAverage_normal;0.4720576675641738;65.45454545454545;0.38388000307334647;7.660443223293845;0.38268761981965044;6.57992517806292;[8.70181405895692, 11.0260770975057, 20.4081632653061, 37.2165532879819, 28.1604308390023, 14.6967120181406, 13.2511337868481, 21.1167800453515, 16.4115646258503, 21.6978458049887, 28.7840136054422, 34.750566893424, 17.5453514739229, 17.7862811791383, 10.7284580498866, 11.9331065759637, 26.1196145124717, 25.4676870748299, 24.1496598639456, 12.3582766439909, 9.99149659863946, 13.2227891156463, 17.8713151927438, 15.6037414965986, 27.7636054421769, 24.7165532879819, 11.6496598639456, 12.7834467120181, 10.0907029478458, 12.7834467120181, 18.9342403628118, 28.8265306122449, 8.00736961451247, 7.39795918367347, 14.2148526077098, 12.8259637188209, 13.8888888888889, 18.3390022675737, 31.40589569161, 24.702380952381, 5.27210884353742, 8.2624716553288, 16.4965986394558, 12.4716553287982, 15.3344671201814, 28.6706349206349, 24.9574829931973, 9.41043083900227, 12.3157596371882, 9.60884353741497, 10.0198412698413, 20.2239229024943, 25.5810657596372, 26.3321995464853, 8.70181405895692, 8.29081632653061];[18.410117494166293, 18.50794135869651, 18.569961818763538, 18.543021682842408, 18.26115151395963, 18.044096683076155, 18.096258667156604, 18.07582713221511, 18.128030553008585, 18.213727241655157, 18.213774605585552, 18.161567559508804, 18.051446382908992, 18.08404541974805, 18.064183558778083, 18.18156377566312, 18.258238024161063, 18.20209836165023, 17.938561074250355, 17.81421665920696, 17.897723188247443, 17.92652681113864, 18.015452538532564, 18.064477127781043, 17.998837897086503, 17.88055904915605, 17.852074307720354, 18.019235061324967, 18.14867949849886, 18.24603625499349, 18.408940706692245, 18.404858937828028, 18.050410253972696, 17.68989471855932, 17.68689007169358, 17.68960873337136, 17.767739050178065, 17.816804201103775, 17.753044380977716, 17.60306708370807, 17.393954937022794, 17.463129472600677, 17.535114803092952, 17.625453885545873, 17.686945815790054, 17.78892419997969, 17.607289139078375, 17.467575941661046, 17.586644144676487, 17.65006893608455, 17.721978811355807, 17.81119073427272, 17.78278021905381, 17.350000145027565, 17.44832494526505, 17.73458130609098];1998-03-23;1998-05-17
51;56;NaiveMovingAverage_normal;0.5478559643092199;69.0909090909091;0.5183976706020148;19.37441625060645;0.5174057656445338;15.42202143934754;[13.2035770647028, 15.4129405576013, 31.9963177275118, 60.8495528669121, 48.8427143608627, 11.6517622304051, 16.6885849552867, 18.8584955286691, 17.5170962651236, 37.6117832719621, 60.4681746449237, 53.3008942661757, 14.5712782745923, 18.8979484481852, 20.3051025775907, 19.3713834823777, 85.1920042083114, 53.9058390320884, 64.7290899526565, 14.0978432403998, 12.3882167280379, 15.8732246186218, 17.872172540768, 33.8769068911099, 48.5402419779064, 41.5965281430826, 13.9005786428196, 13.3087848500789, 21.8569174118885, 14.1109942135718, 36.4413466596528, 53.8400841662283, 13.9531825355076, 11.4807995791689, 18.1483429773803, 16.2809047869542, 24.2766964755392, 39.4003156233561, 62.6643871646502, 51.4597580220936, 16.3466596528143, 15.9915833771699, 26.3282482903735, 17.3855865334035, 34.0873224618622, 63.387690689111, 44.1609679116255, 13.9137296159916, 12.0594423987375, 15.0315623356128, 14.1241451867438, 35.5207785376118, 63.5060494476591, 46.4755391899001, 15.0710152551289, 12.2698579694897];[25.131017403482105, 25.319330626141994, 25.516371224609962, 25.457511757367932, 25.046025734296684, 24.74214831129532, 24.94899948154678, 25.176787907410727, 25.372815854383965, 25.586713871006246, 25.53485835068824, 25.31328228300226, 24.595352214067425, 24.513340179168548, 24.805580016161844, 24.993638090869066, 25.21111116682909, 25.19029252746375, 24.76656255572004, 24.500037053504908, 24.742991200381947, 24.965184964193252, 25.185407051273913, 25.44270748513185, 25.45993668091407, 25.27036013005043, 25.087361185915512, 25.287540055386145, 25.333036676695865, 25.51576086119602, 25.73795929546404, 25.658915879457496, 25.085680499575723, 24.740743645517355, 24.89124101571524, 25.05381395840839, 25.308189732784182, 25.518442985950788, 25.458854137348535, 24.861737233248732, 24.253765933015394, 24.042267430247197, 24.225316665420653, 24.429836093024694, 24.61693228305713, 24.652178114046773, 24.46446281640258, 24.224730514120274, 24.499171384970417, 24.699384550242154, 24.840330028535085, 25.06368720288243, 25.024716856488705, 24.866070566517795, 24.583503725527933, 24.74709556480457];1998-03-23;1998-05-17
57;56;NaiveMovingAverage_normal;0.44988864652725197;58.18181818181818;0.40317462405435334;9.506735075776774;0.4021434845199951;8.388050191892546;[10.4287217254077, 14.2030510257759, 17.0699631772751, 36.0599684376644, 37.0199894792215, 14.1504471330878, 8.90320883745397, 16.5176223040505, 18.2667017359285, 23.17201472909, 32.2987901104682, 36.3229879011047, 13.1641241451867, 11.5597054182009, 10.9153077327722, 14.0978432403998, 33.6138874276696, 27.2356654392425, 31.7464492372436, 11.8227248816412, 16.1756970015781, 11.8490268279853, 11.612309310889, 23.8690163072067, 29.6817464492372, 34.0084166228301, 11.8753287743293, 13.8742766964755, 11.9542346133614, 12.6512361914782, 25.0920568122041, 36.3492898474487, 11.4413466596528, 11.612309310889, 17.0568122041031, 15.6759600210416, 14.4529195160442, 32.0752235665439, 37.5986322987901, 37.3750657548659, 15.5181483429774, 20.0815360336665, 15.4786954234613, 9.56075749605471, 21.7385586533403, 28.6165176223041, 37.9537085744345, 11.5334034718569, 18.1088900578643, 15.2945817990531, 12.493424513414, 27.5907417148869, 35.9547606522883, 35.1130983692793, 14.5975802209363, 15.4392425039453];[20.245935844353887, 20.42747082145138, 20.560500444426147, 20.53422481304904, 20.237245378781086, 19.832388587603216, 19.869006632324915, 19.897769055790064, 20.006850544623887, 20.083151896869147, 20.032253102019165, 19.897420133001052, 19.759029497945725, 19.843324766391603, 19.899916972519083, 20.02490591238576, 20.121998515079888, 20.027405940163177, 19.848098945005713, 19.62741221555988, 19.729096934473986, 19.92969103273476, 20.233911465406294, 20.451339663106015, 20.589395253186474, 20.593533896175014, 20.44503514886041, 20.561320277297735, 20.825302740369384, 20.958306911178237, 21.02193024693513, 20.955367199770947, 20.695576474014153, 20.251066893659274, 20.351738111525673, 20.407059717359225, 20.54340464656469, 20.672524857288924, 20.655839229210002, 20.596078082035827, 20.33838099408891, 20.43141191673927, 20.51575469583706, 20.724416594994615, 20.835150394325797, 20.8206788330254, 20.616899627800876, 20.358884392502627, 20.4693004770921, 20.532701070009754, 20.684398847500983, 20.80223759844208, 20.7522203014365, 20.65761232940389, 20.222314254144678, 20.280384431237323];1998-03-23;1998-05-17
54;56;NaiveMovingAverage_normal;0.3124611915139219;69.0909090909091;0.2974130502308124;4.17886152691846;0.2959106750302302;3.1466905269237038;[6.93056286165176, 8.32456601788532, 11.8095739084692, 17.0831141504471, 16.8990005260389, 8.10099947396107, 7.73277222514466, 9.67911625460284, 10.0604944765913, 11.7964229352972, 16.2677538137822, 15.163072067333, 8.3903208837454, 1.84113624408206, 8.45607574960547, 6.77275118358759, 15.2288269331931, 14.0846922672278, 14.268805891636, 8.37716991057338, 8.27196212519726, 10.9547606522883, 8.10099947396107, 11.9936875328774, 15.0710152551289, 15.6628090478695, 8.50867964229353, 7.93003682272488, 5.94423987375066, 8.69279326670174, 10.678590215676, 17.0568122041031, 6.35192004208311, 5.8916359810626, 6.60178853235139, 7.12782745923198, 8.69279326670174, 14.4923724355602, 18.3982114676486, 17.5170962651236, 9.44239873750658, 8.50867964229353, 9.24513413992636, 8.66649132035771, 12.8221988427144, 14.7685428721725, 17.4381904260915, 7.10152551288795, 8.28511309836928, 9.08732246186218, 10.4024197790637, 11.4939505523409, 14.0715412940558, 15.2814308258811, 7.00946870068385, 7.56180957390847];[9.10626341325252, 9.133426060437893, 9.182126768732694, 9.16145662272692, 9.104435852411104, 8.914245901389512, 8.89143909345967, 8.929885483833884, 8.95447269824146, 8.98466652799129, 9.00047103255069, 8.91014434500512, 8.808060956046893, 8.860712515971413, 8.900332736775946, 8.945828019465537, 8.970125748904712, 8.969593749763671, 8.88082098355216, 8.792951072826197, 8.841313601674733, 8.865276130503933, 8.921437473425943, 8.9717116202154, 8.970442376065336, 8.927235830199528, 8.866606718836115, 8.935997803671695, 8.972943192880974, 9.042319232975563, 9.073507577740966, 9.068505778534808, 8.959680720573516, 8.907478014683122, 8.923052499142807, 8.937756753187056, 8.976838853592936, 9.001881738962137, 8.996749253130004, 8.908270015586567, 8.854766479323047, 8.909209021623395, 8.971131047365477, 9.011766072484724, 9.060590973413367, 9.096890375130348, 9.014218583641107, 8.936195023277572, 8.98022540255658, 9.010496319956538, 9.045327001185681, 9.100684326494248, 9.094253916024037, 9.052875508444851, 8.907215650853045, 8.919149020581363];1998-03-23;1998-05-17
30;56;NaiveMovingAverage_normal;0.38863301176861326;61.81818181818182;0.33823777598008803;6.781085769269244;0.3372114683843635;5.838063172325716;[9.79308390022676, 17.077664399093, 13.4778911564626, 32.8656462585034, 22.9591836734694, 10.4166666666667, 15.0226757369615, 14.1014739229025, 15.3769841269841, 17.4036281179138, 27.3384353741497, 26.0062358276644, 10.7709750566893, 13.0668934240363, 11.3803854875283, 19.9829931972789, 15.2777777777778, 24.3764172335601, 21.9104308390023, 12.046485260771, 14.9518140589569, 11.1819727891156, 14.3990929705215, 18.753287743293, 12.9818594104308, 25.31179138322, 7.70975056689342, 9.33956916099773, 12.4858276643991, 18.4240362811791, 16.6808390022676, 31.0515873015873, 29.7760770975057, 9.65136054421769, 15.8871882086168, 13.0385487528345, 14.7108843537415, 16.5391156462585, 26.1337868480726, 26.6581632653061, 9.93480725623583, 11.8764172335601, 9.73639455782313, 14.2573696145125, 15.2919501133787, 25.0283446712018, 28.8548752834467, 8.71598639455782, 13.2794784580499, 9.4812925170068, 15.4761904761905, 16.7233560090703, 27.4659863945578, 30.2437641723356, 9.80725623582766, 13.109410430839];[18.048242200726982, 18.021882034020507, 17.97656602420358, 17.92229854211171, 17.731504408288856, 17.90414496003271, 17.946291338419194, 17.979287584715525, 17.984925299901974, 17.914742635984577, 17.930890996966724, 17.816831535493016, 18.03478792931455, 18.10369399130856, 17.92692205201355, 17.929644119203765, 17.903806861876923, 17.815451016751517, 17.486090996743602, 17.508668769575745, 17.755671837316733, 17.623959434825974, 17.424316840592475, 17.04616068754496, 17.265099190412712, 17.447015959311475, 17.469116024640044, 17.621006614927172, 17.623547370983083, 17.616890934758935, 17.41382120197998, 17.578368168083486, 17.485741344865755, 17.464080608492765, 17.582872127334703, 17.64150765407338, 17.733759275045237, 17.761419878770194, 17.7981568017053, 17.623630976937307, 17.552718215253204, 17.647565469949807, 17.78635814184676, 17.896160528167577, 17.89437218403601, 17.92952215688347, 17.78859080715309, 17.684753810137163, 17.75401109352009, 17.82714584637026, 17.92535316732568, 17.94807277171972, 17.940609601277355, 17.74750171838991, 17.633688424722152, 17.701373643156675];1998-01-26;1998-03-22
33;56;NaiveMovingAverage_normal;0.3078668499393779;58.18181818181818;0.32525110318191647;17.068965391933304;0.3247680178984965;11.861098231725663;[21.0175736961451, 29.5209750566893, 39.1298185941043, 59.1128117913832, 46.8820861678005, 34.0561224489796, 23.5685941043084, 27.1683673469388, 25.6519274376417, 39.9801587301587, 59.4812925170068, 49.4331065759637, 27.5793650793651, 19.7562358276644, 24.5748299319728, 25.4818594104308, 7.44047619047619, 90.2777777777778, 50.4818594104308, 33.2199546485261, 28.5572562358277, 24.1071428571429, 28.0187074829932, 39.640022675737, 55.2012471655329, 47.859977324263, 33.5034013605442, 27.9620181405896, 19.6286848072562, 27.0549886621315, 36.3945578231293, 55.4563492063492, 56.4625850340136, 34.6513605442177, 28.8548752834467, 25.9353741496599, 28.2879818594104, 35.7993197278912, 53.4297052154195, 50.6519274376417, 31.7318594104308, 24.9433106575964, 20.9041950113379, 23.327664399093, 36.7913832199546, 58.687641723356, 57.4829931972789, 31.4484126984127, 24.3764172335601, 27.4659863945578, 20.1105442176871, 36.2670068027211, 57.8373015873016, 58.4892290249433, 30.8673469387755, 25.2125850340136];[28.87380597702654, 29.029756581751215, 29.148536046773657, 29.090797439912805, 28.77347670888326, 28.54329732287915, 28.600749607959113, 28.68565373406197, 28.836764626492933, 28.938356334772454, 28.882783922017534, 28.5528695590095, 28.276469307837584, 28.269328552669915, 28.30053640513437, 28.3525966375316, 28.43095538800225, 28.182186521565278, 27.523284824139644, 27.09975211061203, 26.97583106007568, 26.803398943940856, 26.562562839879266, 26.333493042777633, 26.7781043855735, 26.859212662770826, 26.97834275784825, 27.27464538640968, 27.559749367145173, 27.576172090136396, 27.27493155867359, 27.492601734043436, 27.47653711784271, 27.573711331517337, 27.700737964439423, 27.854978986640813, 28.095057365552293, 28.275789273448215, 28.310283604809854, 28.01327310266443, 27.92743987465142, 28.017656007888153, 28.10736907091525, 28.35808522612504, 28.48960520908668, 28.427076419667515, 28.178449693197734, 28.036372014670444, 28.036359799818925, 28.170379568978795, 28.312711951551044, 28.455894725740993, 28.428914604674453, 28.11647571075336, 27.921073761023283, 27.914985910866374];1998-01-26;1998-03-22
36;56;NaiveMovingAverage_normal;0.5922588238686292;52.72727272727273;0.42376714617907235;5.986278169541613;0.42182493040154156;5.128768711980635;[12.4149659863946, 14.1865079365079, 17.1626984126984, 27.437641723356, 9.41043083900227, 3.57142857142857, 18.5515873015873, 18.6224489795918, 17.2619047619048, 17.7437641723356, 19.7562358276644, 8.77267573696145, 3.89739229024943, 14.4274376417234, 17.0493197278912, 12.3299319727891, 17.687074829932, 21.5277777777778, 7.29875283446712, 3.40136054421769, 14.8951247165533, 12.7267573696145, 13.6763038548753, 15.5187074829932, 18.5090702947846, 8.70181405895692, 3.06122448979592, 14.7392290249433, 14.1014739229025, 15.0651927437642, 19.6145124716553, 25.0141723356009, 9.76473922902494, 3.27380952380952, 18.296485260771, 17.4036281179138, 16.000566893424, 18.6082766439909, 21.0742630385488, 8.97108843537415, 3.07539682539683, 17.3469387755102, 14.3707482993197, 14.1156462585034, 19.5011337868481, 20.422335600907, 5.49886621315193, 12.0748299319728, 7.80895691609977, 15.5187074829932, 14.1865079365079, 16.8650793650794, 20.2239229024943, 9.29705215419501, 3.04705215419501, 13.9172335600907];[13.306689113116855, 13.210736349961524, 13.10153366711173, 12.914913146072408, 12.711741235265496, 12.766194401234157, 12.88362851170357, 12.703932274826625, 12.610915563727445, 12.467207810575212, 12.230564773832386, 11.925764655790063, 11.965701839134363, 12.064034573943253, 11.91080143211174, 11.796411371815257, 11.6569056768801, 11.45434230197099, 11.216676754107684, 11.282646921758722, 11.42574360496161, 11.329610245240673, 11.295451187886945, 11.339514743583797, 11.511026057656231, 11.241445690198157, 11.37443324915828, 11.529744078292529, 11.631828330581648, 11.733812769698147, 11.806133389682342, 11.978045851299974, 12.06386082099652, 12.216581573339361, 12.38789213853002, 12.272648167168965, 12.3678097282856, 12.39304830521053, 12.369947884935414, 12.26495858484511, 12.352772533557138, 12.532523662209039, 12.515519022526165, 12.547240757918097, 12.511752147585945, 12.403526827723915, 12.269815271311526, 12.369012080781706, 12.544967365568759, 12.590914531254931, 12.529047018962274, 12.706177667534494, 12.447604532020454, 12.368276629167232, 12.155583695268163, 12.138096910056992];1998-01-26;1998-03-22
39;56;NaiveMovingAverage_normal;0.2400473186462922;52.72727272727273;0.2471669800009962;5.735178430555186;0.2464377078525311;4.3567649740808765;[10.2040816326531, 14.484126984127, 18.59410430839, 28.0045351473923, 27.3809523809524, 14.5833333333333, 13.9455782312925, 12.4716553287982, 14.1014739229025, 15.093537414966, 22.1371882086168, 23.0867346938775, 15.2352607709751, 12.6275510204082, 11.1819727891156, 14.2998866213152, 15.7596371882086, 26.1763038548753, 22.8316326530612, 13.562925170068, 13.8321995464853, 12.4007936507937, 16.2981859410431, 17.0209750566893, 25.9920634920635, 24.9574829931973, 12.8826530612245, 12.2874149659864, 11.7488662131519, 6.90192743764172, 21.7545351473923, 26.1337868480726, 26.1763038548753, 14.9659863945578, 15.1502267573696, 11.0260770975057, 12.7551020408163, 15.1643990929705, 22.8174603174603, 26.2613378684807, 14.172335600907, 14.937641723356, 12.2732426303855, 12.3724489795918, 14.7108843537415, 23.6678004535147, 24.6456916099773, 16.6950113378685, 16.468253968254, 16.000566893424, 12.7692743764172, 15.9155328798186, 25.453514739229, 27.593537414966, 17.2619047619048, 14.0731292517007];[16.354548534400717, 16.398119551488673, 16.413113572804956, 16.358403245025894, 16.258221815251147, 16.17212900539686, 16.186410694414946, 16.247472397942225, 16.270115176927312, 16.33211773449531, 16.328209348375513, 16.1992414299492, 16.039723201053892, 16.027085647858296, 16.017545637237642, 16.05952969633799, 16.042630256714112, 16.01305930348058, 15.790213933782658, 15.595698199391428, 15.511436709260927, 15.330405105522349, 15.082630498479842, 14.836339279403406, 14.96468092691793, 15.123007832631023, 15.162126232080531, 15.246437306234123, 15.258589376732065, 15.253419267881458, 15.134613719094565, 15.27049717133444, 15.218460848463717, 15.236021273879016, 15.332544656622428, 15.355280883111668, 15.45153380333532, 15.503349787265192, 15.56698381089437, 15.486825137670486, 15.431451519001884, 15.457430923092286, 15.518583360420228, 15.60704426499188, 15.666252795295394, 15.699932915441098, 15.589285447600103, 15.520602395114572, 15.566451451558049, 15.621611897025378, 15.681080563615206, 15.74511900680134, 15.770422435603093, 15.617278069151846, 15.5585106555502, 15.61666789130278];1998-01-26;1998-03-22
45;56;NaiveMovingAverage_normal;0.3100305671634466;58.18181818181818;0.30465421151450434;5.893783756644563;0.3036723510898541;4.928588985405568;[10.5017006802721, 14.4699546485261, 22.6615646258503, 25.4109977324263, 21.4285714285714, 8.07823129251701, 14.0164399092971, 11.8622448979592, 14.9801587301587, 21.8112244897959, 21.187641723356, 18.296485260771, 12.2448979591837, 13.0102040816327, 11.0827664399093, 8.44671201814059, 19.9121315192744, 23.8236961451247, 21.4143990929705, 12.0748299319728, 14.1014739229025, 11.0260770975057, 11.9189342403628, 21.4143990929705, 22.7749433106576, 19.5719954648526, 11.890589569161, 9.02777777777778, 11.4087301587302, 11.1111111111111, 23.2284580498866, 31.9444444444444, 25.5952380952381, 11.734693877551, 14.781746031746, 11.5646258503401, 13.3219954648526, 19.812925170068, 21.7687074829932, 17.7437641723356, 11.7488662131519, 16.4540816326531, 9.24036281179138, 11.4087301587302, 20.9608843537415, 24.1780045351474, 26.8707482993197, 11.0969387755102, 14.5975056689342, 9.80725623582766, 7.97902494331066, 17.0634920634921, 21.9954648526077, 22.6332199546485, 12.6700680272109, 13.7329931972789];[15.649189955433915, 15.686154157041994, 15.7395453215398, 15.623016252495649, 15.496719949386323, 15.608810481128723, 15.664170972227113, 15.807632098955773, 15.839148008428284, 15.892906172807407, 15.789561253600954, 15.668998173744185, 15.534654101949624, 15.587902027598194, 15.589675906924057, 15.601927025874373, 15.64553651833144, 15.507423024734042, 15.254504142741276, 14.99293004407798, 14.987232801270325, 14.842093950512282, 14.65396068441829, 14.28587875167216, 14.399012020469865, 14.521063539649578, 14.530984613250888, 14.624450268445887, 14.55265302796949, 14.5115016418317, 14.36555394963021, 14.445619922624063, 14.383439879502204, 14.371983122310525, 14.468916220311707, 14.495249668429096, 14.580390841777177, 14.64537292241187, 14.62913340826983, 14.562544033845116, 14.502254835182512, 14.622996598481322, 14.772304001863374, 14.86909350136371, 15.00446648515881, 14.98182875967875, 14.875419369535738, 14.806329945265865, 14.870419500292005, 14.911411921571593, 14.98151674852385, 15.073961659900071, 15.031476707169148, 14.955713888354694, 14.892000016743271, 14.970232904763172];1998-01-26;1998-03-22
42;56;NaiveMovingAverage_normal;0.3994240168394099;58.18181818181818;0.32178644084798413;8.04637237996742;0.3209721069918772;6.749365465916428;[13.3078231292517, 17.3044217687075, 17.4036281179138, 38.4495464852608, 30.8956916099773, 16.7091836734694, 21.2726757369614, 17.7721088435374, 20.9325396825397, 23.2284580498866, 30.4421768707483, 31.1791383219955, 15.2069160997732, 13.4637188208617, 15.1643990929705, 18.7925170068027, 23.2568027210884, 39.2290249433107, 29.7052154195011, 17.3185941043084, 17.4461451247166, 17.0351473922903, 21.4852607709751, 20.9892290249433, 31.9586167800453, 30.640589569161, 13.6479591836735, 12.6275510204082, 15.5187074829932, 17.5736961451247, 4.32256235827664, 37.1456916099773, 34.5946712018141, 14.6116780045351, 19.7278911564626, 14.3990929705215, 19.0759637188209, 22.2930839002268, 25.4251700680272, 29.6343537414966, 11.6921768707483, 10.7568027210884, 15.6746031746032, 17.1060090702948, 8.16326530612245, 32.4263038548753, 31.9019274376417, 15.6604308390023, 15.5895691609977, 17.4886621315193, 21.3010204081633, 23.4410430839002, 32.1428571428571, 34.0277777777778, 17.531179138322, 13.7755102040816];[22.369674933690607, 22.400419998799592, 22.39126685842315, 22.368266630970346, 22.181255717395285, 22.053286614746145, 22.168734146171023, 22.216617670115713, 22.203779885353164, 22.1508693198469, 22.059182687953125, 21.876512686913234, 21.630010499797546, 21.778547983647663, 21.970788836989747, 21.921766915954933, 21.984155928218932, 21.911426338494906, 21.57821380130751, 21.29358436283339, 21.396874392425605, 21.24785543135881, 21.02654984687448, 20.714964718680577, 20.92483686874431, 21.098009511268245, 21.138041830915935, 21.282422449335836, 21.252298917141374, 21.24437645164005, 21.05802275776122, 21.20037077424251, 21.133164328402916, 21.093533653549827, 21.21417926620463, 21.232540908987687, 21.286646913437668, 21.332864977741377, 21.39399446270834, 21.29221311790093, 21.133678466542147, 21.2459856020877, 21.30475874974162, 21.38571056501896, 21.42383735444043, 21.57110793465255, 21.427011356593773, 21.24814482972932, 21.37155135624447, 21.46214755548977, 21.518945068818653, 21.585812172226806, 21.63193926403271, 21.524747894846847, 21.38505543822363, 21.488369040095083];1998-01-26;1998-03-22
48;56;NaiveMovingAverage_normal;11.5607515347793;60.0;0.3970136144951545;7.944857693658241;0.39567810988714675;6.450610488146646;[11.125283446712, 13.1519274376417, 18.0130385487528, 31.7460317460317, 27.9761904761905, 13.2369614512472, 17.2052154195011, 13.265306122449, 11.5079365079365, 16.2131519274376, 19.0334467120181, 22.108843537415, 14.2998866213152, 17.1626984126984, 9.73639455782313, 12.046485260771, 19.2885487528345, 30.4280045351474, 22.6615646258503, 11.3236961451247, 14.3565759637188, 11.1394557823129, 13.3786848072562, 19.6145124716553, 22.3922902494331, 17.4319727891156, 6.8452380952381, 9.04195011337868, 10.8985260770975, 7.4546485260771, 16.6241496598639, 35.5300453514739, 35.515873015873, 15.8730158730159, 15.5612244897959, 11.4937641723356, 13.1377551020408, 19.2743764172336, 23.8662131519274, 26.9132653061224, 11.6921768707483, 11.6071428571429, 10.6859410430839, 12.3299319727891, 10.2040816326531, 25.609410430839, 23.171768707483, 9.0702947845805, 12.18820861678, 11.7913832199546, 10.9268707482993, 17.3611111111111, 39.1581632653061, 10.0765306122449, 0.0283446712018141, 4.90362811791383];[18.377666285953737, 18.38804308756531, 18.44563496464523, 18.40921080045931, 18.268473715450387, 18.163881451162105, 18.263269071363336, 18.320602674537344, 18.44347214003891, 18.485310236654037, 18.466338144441522, 18.262847830162322, 17.989734337141126, 17.909712086848437, 17.917395834864, 18.010658321867282, 18.15310844424533, 18.078712109820973, 17.718100095688722, 17.543353579305702, 17.495495602149308, 17.317758922287645, 17.138571977478218, 16.895120426482986, 17.076991464279324, 17.28870295178374, 17.352025361661074, 17.499457766151547, 17.531825338956462, 17.603182657895058, 17.662517838369553, 17.787670852814188, 17.496222888994737, 17.35272505391702, 17.41866809076286, 17.39049798500504, 17.506853835015637, 17.586629485109192, 17.58879013014162, 17.408041069369226, 17.31689275172255, 17.600601218253797, 17.793592752187056, 17.91887032737567, 18.03702829287147, 18.037875064507038, 17.79004547437376, 17.70325637205147, 17.82642833921324, 17.874237610691942, 17.969437936219336, 18.09169987421038, 18.0723472136768, 17.81996238462939, 17.6664869437636, 17.71070143132264];1998-01-26;1998-03-22
